conversation_id,title,create_time,update_time,default_model_slug,message_count,user_message_count,assistant_message_count,attachment_reference_count,is_archived,is_starred,memory_scope,source_chunk
1831e4ea-12ad-4889-95f6-6e9ddee87d74,Fuzzywuzzy Ninja Fun!,2024-04-27T20:34:22.296343+00:00,2024-04-27T20:41:48.511901+00:00,text-davinci-002-render-sha,10,5,5,1,False,,global_enabled,conversations-000(2).json
188ddafc-9196-481a-b20b-df7e56ebe49f,Subscribe to RadVolumeLayout Event,2023-08-09T17:40:59.331525+00:00,2023-08-09T17:41:37+00:00,,2,1,1,0,False,,global_enabled,conversations-000(2).json
1a487dea-aeb8-4299-8225-58101102be3b,Cyborg Jaguar Sleeve Tattoo,2024-01-20T11:43:23.827240+00:00,2024-01-20T11:45:18.336531+00:00,,2,1,1,0,False,,global_enabled,conversations-000(2).json
1c63f7f6-1996-497e-96ab-f598aad93a5a,Funny A or B,2024-03-16T15:52:14.739800+00:00,2024-03-16T15:52:35.234760+00:00,gpt-4,2,1,1,0,False,,global_enabled,conversations-000(2).json
1e9edd19-8a9e-4924-8147-754297c0583f,Jaguar Tattoo Sleeve Design,2024-01-22T22:11:24.474970+00:00,2024-01-23T22:46:47.113223+00:00,,4,2,2,1,False,,global_enabled,conversations-000(2).json
1ed6ed37-4e83-4805-8687-9587b7789ec2,Two ComboBox Styles WinUI3,2024-02-06T13:22:51.877737+00:00,2024-02-06T13:27:45.465451+00:00,,4,2,2,0,False,,global_enabled,conversations-000(2).json
1ef790ce-3e8d-4eef-928b-4a19b74e10fc,Adjust Rating Process Reachout,2024-04-29T18:40:16.018303+00:00,2024-04-29T18:40:20.366347+00:00,gpt-4,2,1,1,0,False,,global_enabled,conversations-000(2).json
249abc99-bfcc-493c-b90c-af46a7f9fd16,Ice Cream Logo - Vibrant,2024-01-27T13:39:17.683771+00:00,2024-01-27T13:41:17.652355+00:00,,10,5,5,0,False,,global_enabled,conversations-000(2).json
26926514-1f6e-40dd-b008-dedb44a2b9f5,New Murder Mystery,2024-04-06T03:22:28.690488+00:00,2024-04-06T03:23:25.789276+00:00,text-davinci-002-render-sha,4,1,3,0,False,,global_enabled,conversations-000(2).json
28e3404a-f0a4-4f0c-96e9-ea546ab30435,KTM 1290 Super Duke R,2023-12-12T00:35:24.555839+00:00,2023-12-12T00:52:35.878061+00:00,,15,6,9,0,False,,global_enabled,conversations-000(2).json
2909bf6b-3016-42ca-a8c0-61a4c2f697ff,Implementing Dark & Light Themes,2024-01-18T14:26:02.517908+00:00,2024-01-18T16:29:13.114117+00:00,,8,4,4,0,False,,global_enabled,conversations-000(2).json
29320328-aa08-4b9b-bb6a-ca6335b3c9ae,Evacuation Day in America,2024-03-17T22:39:43.320199+00:00,2024-03-17T22:39:52.332005+00:00,gpt-4,2,1,1,0,False,,global_enabled,conversations-000(2).json
2968a851-9b31-4dc0-b635-739fb03ea379,Indoor Dog Energy Activities,2023-09-26T16:17:44.603385+00:00,2023-09-26T16:17:44.603385+00:00,,22,11,11,0,False,,global_enabled,conversations-000(2).json
2b10f6bb-6cfe-4b97-9441-7cbe22f93eed,QR Modifikasi Kreatif,2024-02-09T19:38:19.680172+00:00,2024-02-12T13:14:34.059039+00:00,,8,4,4,1,False,,global_enabled,conversations-000(2).json
2ce1b531-a5a7-4d02-965f-0b6319e0e577,Motivational Quotes Video,2024-01-27T13:42:18.668810+00:00,2024-01-28T22:42:28.843375+00:00,,8,4,4,0,False,,global_enabled,conversations-000(2).json
2d604f1a-db26-4dc0-bd8d-4f2bef5d14b6,QR Code for Excel.,2024-02-08T14:37:57.244556+00:00,2024-02-09T15:25:37.990102+00:00,,2,1,1,0,False,,global_enabled,conversations-000(2).json
2dab86ff-e271-4174-8a6c-20d478da4328,Angle Calculations with Tangents,2024-02-22T13:11:47.993593+00:00,2024-02-22T13:12:57.501850+00:00,,2,1,1,0,False,,global_enabled,conversations-000(2).json
30af80f8-9dc5-4205-b5bb-e4796445a230,Innovative software engineer persona.,2024-02-20T21:25:09.686810+00:00,2024-02-23T02:00:20.643286+00:00,,6,3,3,1,False,,global_enabled,conversations-000(2).json
321ec78b-adc4-4f1c-a567-d55500a5d7fb,"Busy June, Apologetic Chat",2024-05-30T20:21:09.384799+00:00,2024-05-30T20:21:13.994337+00:00,gpt-4o,2,1,1,0,False,,global_enabled,conversations-000(2).json
32bb0b00-fec1-4a0a-9bb5-cb5dd3fc500c,Coffee Catch-Up Soon,2024-05-17T21:32:37.669554+00:00,2024-05-17T21:41:18.934970+00:00,gpt-4,6,3,3,0,False,,global_enabled,conversations-000(2).json
33de4f83-df47-4e48-800d-bb0dd1c7cd48,Ethical Approach to Cold Reading,2023-08-08T17:51:47.149104+00:00,2023-08-08T17:52:06+00:00,,2,1,1,0,False,,global_enabled,conversations-000(2).json
3439d930-5464-4e58-910a-77d2ae52978a,Gratitude for Training,2023-08-18T01:14:42.030320+00:00,2023-08-18T01:43:23+00:00,,8,4,4,0,False,,global_enabled,conversations-000(2).json
3548d135-4551-4f6a-8dc7-3e11ef4d9a9b,New chat,2023-09-05T22:25:50.746596+00:00,2023-09-06T00:45:18+00:00,,8,4,4,0,False,,global_enabled,conversations-000(2).json
3594bb37-98dc-4c5a-81e3-3e05d6c645b1,New chat,2023-12-12T00:33:41.868346+00:00,2023-12-12T00:33:56.018133+00:00,,2,1,1,0,False,,global_enabled,conversations-000(2).json
39c51b32-3eaf-4f38-b868-1c3d48f6619b,Control Templates for WinUI3.,2024-04-25T12:28:37.676539+00:00,2024-04-25T14:10:28.582934+00:00,gpt-4,20,10,10,0,False,,global_enabled,conversations-000(2).json
39f0e599-b643-42d5-9904-f85338cd8fef,Playful Heist Deal Reminder,2023-12-12T01:12:42.612267+00:00,2023-12-12T15:12:24.148000+00:00,,5,2,3,0,False,,global_enabled,conversations-000(2).json
3a2f6f38-92d8-46e5-a4a6-028102177e04,Birthday Apology Burnout Support,2024-02-15T11:26:18.891847+00:00,2024-02-20T21:22:48.384763+00:00,,8,4,4,0,False,,global_enabled,conversations-000(2).json
3a5e5334-cd90-482c-9c5c-39c02f8e27ce,Android to WinUI3 Conversion,2024-02-29T13:35:25.036252+00:00,2024-02-29T13:45:08.215839+00:00,,4,2,2,0,False,,global_enabled,conversations-000(2).json
3b5a1669-3c8c-4ea6-8879-6b29094737ab,Create ToggleSwitch themes.,2024-02-27T18:51:05.315841+00:00,2024-02-27T18:51:50.744564+00:00,,1,1,0,0,False,,global_enabled,conversations-000(2).json
3c75a05a-24c0-47b5-8da4-040b0c542aa6,Custom TextBox with States,2024-02-14T01:46:01.991214+00:00,2024-02-20T21:22:45.383954+00:00,,4,2,2,0,False,,global_enabled,conversations-000(2).json
3d79aacd-ddf5-413d-8554-d59cb54bf442,Horoscope Edge Cases,2023-09-08T09:40:03.687267+00:00,2023-09-08T09:40:23+00:00,,2,1,1,0,False,,global_enabled,conversations-000(2).json
3dd62232-9394-4cb8-a199-201ac841ed3b,New chat,2023-09-06T17:57:46.496640+00:00,2023-09-06T17:57:55+00:00,,2,1,1,0,False,,global_enabled,conversations-000(2).json
3df531d4-2d2d-42ea-af84-ad59f3f97a4f,Update resume for new job.,2024-05-16T15:29:24.853657+00:00,2024-05-16T16:54:07.270050+00:00,gpt-4o,10,5,5,0,False,,global_enabled,conversations-000(2).json
3f832f8b-2432-4a6e-9ee3-73a9367fef9d,Witchy Vibes: Liv's Power,2024-06-09T21:46:31.154685+00:00,2024-06-09T21:59:47.686007+00:00,gpt-4o,14,7,7,0,False,,global_enabled,conversations-000(2).json
3ffad05f-241f-437b-a538-ff9860fd00cd,Reschedule meeting to another day.,2024-03-11T17:23:55.370030+00:00,2024-03-11T17:24:08.022704+00:00,,2,1,1,0,False,,global_enabled,conversations-000(2).json
4062e249-2d65-468e-87d6-66bd6878be68,Spruce Up Resume: Software Tester,2023-11-17T01:18:26.829710+00:00,2023-11-17T01:18:59.103837+00:00,,4,1,3,1,False,,global_enabled,conversations-000(2).json
41c06a7e-3ea5-4926-8ac5-71b2ffce617a,Vehicle hunt paused,2024-07-03T13:08:40.118735+00:00,2024-07-03T13:11:17.126528+00:00,gpt-4o,2,1,1,0,False,,global_enabled,conversations-000(2).json
4305fe7e-bc43-40c2-a53d-fbb833bddd5b,Light ComboBox Theme,2024-02-02T20:19:28.475142+00:00,2024-02-05T16:21:23.328015+00:00,,8,4,4,0,False,,global_enabled,conversations-000(2).json
44354dba-c73e-46a4-a87d-80f6a837f39b,Textbox Behaviors for Data,2024-04-25T15:35:58.349642+00:00,2024-04-25T15:45:59.513490+00:00,gpt-4,6,3,3,0,False,,global_enabled,conversations-000(2).json
46cb4830-7749-420c-b3e4-37f538285f38,Uneasy Forest Walk,2023-09-10T19:48:23.947009+00:00,2023-09-30T01:32:16.970217+00:00,,21,10,11,0,False,,global_enabled,conversations-000(2).json
46fc3a68-813b-45aa-b7f7-024a8a81c7c3,Build Hammering - Undefined Term,2023-09-27T15:33:13.616978+00:00,2023-09-29T15:31:51.250749+00:00,,2,1,1,0,False,,global_enabled,conversations-000(2).json
48f0409f-78f2-406b-8f95-45e041feda60,Hockey Date with Explainer,2024-03-23T12:53:05.897482+00:00,2024-03-23T12:53:19.422617+00:00,gpt-4,2,1,1,0,False,,global_enabled,conversations-000(2).json
49463c2f-c8b8-4485-9748-e2e69a2ac161,Cross-Functional Career Development,2023-11-14T14:12:30.695622+00:00,2023-11-14T14:12:41.183409+00:00,,2,1,1,0,False,,global_enabled,conversations-000(2).json
4953ec0d-b12c-44dd-b32e-018267b60e15,Multiple Hyperlinks to QR.,2024-02-08T14:38:28.027679+00:00,2024-02-09T15:25:38.179104+00:00,,4,2,2,0,False,,global_enabled,conversations-000(2).json
498f45d6-104b-4cc1-89c2-6fbd6f71e80e,Clarify Request - Bantering Response,2024-04-02T23:09:36.921205+00:00,2024-04-02T23:16:13.935537+00:00,gpt-4,8,4,4,0,False,,global_enabled,conversations-000(2).json
49b21ca0-7ed1-480e-8d3c-a297f2a04e2a,Jungle Jaguar Tattoo Variants,2024-01-20T11:45:38.270076+00:00,2024-01-25T15:53:28.125914+00:00,,15,7,8,5,False,,global_enabled,conversations-000(2).json
49c416a4-230d-41d0-ae7a-ac92cba53bb3,Safety Catalyst: MOM Vibe,2024-02-22T21:35:35.538976+00:00,2024-02-23T02:00:20.782923+00:00,,4,2,2,0,False,,global_enabled,conversations-000(2).json
4ab78767-8afd-455d-92e7-04cf721922af,Outback Wildlife Adventure,2023-09-03T14:26:25.585846+00:00,2023-09-03T14:26:55+00:00,,2,1,1,0,False,,global_enabled,conversations-000(2).json
4b057467-1a69-4faa-a058-f5c7b143f5e2,3D Model for STL,2024-03-01T18:23:36.201583+00:00,2024-03-01T18:25:09.081278+00:00,,5,2,3,0,False,,global_enabled,conversations-000(2).json
4b659d6a-cb70-800e-bd2e-918bd8304aa1,FAA Pilot Age Limits,2025-05-18T22:03:13.231929+00:00,2025-05-18T22:03:16.000779+00:00,gpt-4o,2,1,1,0,False,,global_enabled,conversations-000(2).json
4bddb3a0-39cd-44b0-b26e-6eadd24f5e13,ToggleButton DataTemplate Creation,2024-03-05T13:19:27.032561+00:00,2024-03-05T13:23:06.062523+00:00,,4,2,2,1,False,,global_enabled,conversations-000(2).json
4df35d99-fe3b-4c4e-bf03-5a78f021d87e,Flirty Schedule Conflict,2024-08-09T00:35:40.684819+00:00,2024-08-09T00:44:39.978838+00:00,auto,10,5,5,0,False,,global_enabled,conversations-000(2).json
4f0397bf-6b8d-49ce-8460-d84bdc31c773,New chat,2023-08-29T13:29:20.808872+00:00,2023-08-29T13:30:49+00:00,,6,3,3,0,False,,global_enabled,conversations-000(2).json
4f6ba62b-4c9d-4043-a0d4-d43190d0d9bf,Back to Test Engineering,2024-01-29T15:12:26.693513+00:00,2024-01-29T15:21:45.107839+00:00,,4,2,2,0,False,,global_enabled,conversations-000(2).json
4fbac8b4-938d-4e2a-a590-8076652da0dc,Light Theme ComboBox Style,2024-02-05T19:21:07.874935+00:00,2024-02-05T19:21:15.464107+00:00,,2,1,1,0,False,,global_enabled,conversations-000(2).json
509385a6-6396-4dc5-b2a0-4b48e175402f,Create 3D model chair,2024-03-01T17:57:13.535151+00:00,2024-03-01T17:58:01.634619+00:00,,2,1,1,1,False,,global_enabled,conversations-000(2).json
50e49434-5984-4838-b652-b65b552961be,Optimized Resume Assistance,2023-09-19T12:39:06.114082+00:00,2023-09-19T12:41:28+00:00,,6,3,3,0,False,,global_enabled,conversations-000(2).json
51f4229b-4766-43a9-9ed2-10ee2817202f,Grateful for Rob's Insights,2023-11-01T14:30:08.315154+00:00,2023-11-01T15:08:42.829069+00:00,,4,2,2,0,False,,global_enabled,conversations-000(2).json
53738ae6-1c6e-4985-bc6a-40f12fde7376,Estimate Total Points 120-160,2024-03-22T11:08:29.412979+00:00,2024-03-22T11:10:10.906771+00:00,gpt-4,4,2,2,0,False,,global_enabled,conversations-000(2).json
539675d6-29c6-41da-abcc-c36fd2ba9233,Catchy Homeschooling Blog Names,2023-12-12T22:48:45.922767+00:00,2023-12-17T00:25:10.360221+00:00,,2,1,1,0,False,,global_enabled,conversations-000(2).json
5578e157-029c-800e-8843-bdd843889c48,Workspace equipment description,2026-07-10T22:06:37.964836+00:00,2026-07-10T22:06:37.964836+00:00,gpt-4o,4,2,2,2,False,,global_enabled,conversations-000(2).json
55dee30d-dc88-42ac-92b0-de2e3935ce44,Follow-Up on Background Check,2024-08-09T13:55:38.478579+00:00,2024-08-09T13:56:04.847765+00:00,auto,2,1,1,0,False,,global_enabled,conversations-000(2).json
570452c3-91ab-4018-9330-0ba19cf4c760,Resume Review & Corrections,2024-05-24T15:46:54.821171+00:00,2024-05-24T15:47:26.200686+00:00,gpt-4o,2,1,1,1,False,,global_enabled,conversations-000(2).json
570bbead-ae91-400d-a8d5-75651c0fa4c6,Transforming Negative Comment into Goal,2024-01-22T18:21:06.147667+00:00,2024-01-22T18:30:26.382752+00:00,,6,3,3,0,False,,global_enabled,conversations-000(2).json
5786b4d1-abdd-43bc-9856-cbbc15bfa42c,New chat,2023-12-04T21:44:43.572742+00:00,2023-12-05T00:03:13.784936+00:00,,10,5,5,0,False,,global_enabled,conversations-000(2).json
57ec66d3-eff9-45eb-9591-7b954aa90177,Hire Toby Full-time,2023-11-02T20:42:15.890370+00:00,2023-11-02T20:43:41.613996+00:00,,4,2,2,0,False,,global_enabled,conversations-000(2).json
58273e39-553a-44e3-baf4-86c8b3728894,Convert UIView to UISwitch,2024-02-29T13:32:10.495398+00:00,2024-02-29T13:33:06.012149+00:00,,2,1,1,0,False,,global_enabled,conversations-000(2).json
58440166-a280-447b-b783-e89353e12262,Surfing during hurricane?,2023-09-15T21:21:23.385552+00:00,2023-09-15T21:21:23.385552+00:00,,2,1,1,0,False,,global_enabled,conversations-000(2).json
58b7b5a1-0014-42d5-8181-6794ae324d6c,Fun Picnic & Dessert Date,2024-05-26T19:39:45.731230+00:00,2024-05-26T19:40:00.115833+00:00,gpt-4o,2,1,1,0,False,,global_enabled,conversations-000(2).json
5b8bd895-39dc-4f13-9a1a-6123a5b5ef62,Tema de interruptor claro/oscuro,2024-01-18T02:22:10.157074+00:00,2024-01-18T02:26:06.343879+00:00,,5,2,3,0,False,,global_enabled,conversations-000(2).json
5bd71937-2a52-4f08-8aec-b34e16012c57,Tech Tease Flirting,2023-09-29T22:41:30.521753+00:00,2023-09-29T22:57:32.610693+00:00,,6,3,3,0,False,,global_enabled,conversations-000(2).json
5d0904a7-8c1f-417d-8fbd-5989d682067a,Calibration Software Requirements,2024-03-05T18:09:42.802721+00:00,2024-03-05T18:09:48.467536+00:00,,2,1,1,0,False,,global_enabled,conversations-000(2).json
5e72c5e8-2852-426f-98c2-c14350a11be8,Create 3D model chair.,2024-03-01T18:09:42.687071+00:00,2024-03-01T18:10:49.777483+00:00,,1,1,0,1,False,,global_enabled,conversations-000(2).json
5e9173de-95ae-4292-96ef-3801aa78c220,Sharky the Toothbrush Hero,2024-07-20T15:06:54.126146+00:00,2024-07-20T15:11:31.536878+00:00,auto,12,6,6,0,False,,global_enabled,conversations-000(2).json
5f18eceb-e518-4f97-be75-41160494245d,Therapist Inquiry Availability Request,2024-03-21T14:08:48.951873+00:00,2024-03-21T14:09:53.134076+00:00,gpt-4,3,2,1,0,False,,global_enabled,conversations-000(2).json
5f65d28c-6621-43d7-a2cb-f83085d344e3,Create 3D model guide,2024-03-01T18:23:01.502665+00:00,2024-03-01T18:23:15.200410+00:00,,2,1,1,0,False,,global_enabled,conversations-000(2).json
64ee3f8c-6802-4193-8747-f987063f457a,E-Waste Company Business Model,2024-06-12T13:38:37.233349+00:00,2024-06-12T14:11:45.561584+00:00,gpt-4o,8,4,4,0,False,,global_enabled,conversations-000(2).json
65f9cf1e-6cf8-4be0-975a-47e786418106,Transformative 3-Month Life Coaching,2023-06-25T16:41:26.144819+00:00,2023-06-25T16:41:30+00:00,,2,1,1,0,False,,global_enabled,conversations-001(2).json
65f9ec24-6661-4ebb-b09a-647e9af3c588,Custom Switch Control Creation,2024-03-01T19:08:27.943377+00:00,2024-03-01T19:32:46.689069+00:00,,13,6,7,1,False,,global_enabled,conversations-001(2).json
66dc8d1a-55e0-800e-a370-1620ca7b1243,Flirty Desk Note Idea,2024-09-07T17:27:54.605748+00:00,2024-09-07T17:36:39.989326+00:00,auto,10,5,5,0,False,,global_enabled,conversations-001(2).json
66df7a22-a1a0-800e-a8d1-46107d64ea0e,"Uncross Fingers, No Luck",2024-09-09T22:43:46.874585+00:00,2024-09-09T22:45:01.859031+00:00,auto,4,2,2,0,False,,global_enabled,conversations-001(2).json
66e1ed61-2eb0-800e-a133-69b9d7e4ac0f,Support and Boundaries Advice,2024-09-11T19:20:01.314651+00:00,2024-09-11T19:20:38.852206+00:00,auto,2,1,1,0,False,,global_enabled,conversations-001(2).json
66e612bb-5ca4-800e-bb46-2a1db5f246e8,Checking In and Megan,2024-09-14T22:48:27.734868+00:00,2024-09-14T22:48:29.575000+00:00,auto,2,1,1,0,False,,global_enabled,conversations-001(2).json
66e706e8-02ac-800e-8b25-0f6dfe2299a9,Bribes Masters And Luck,2024-09-15T16:10:16.151611+00:00,2024-09-15T16:10:24.446738+00:00,auto,2,1,1,0,False,,global_enabled,conversations-001(2).json
66ee0d8a-ec74-800e-95f5-09edaa91adb2,Flirty Reply Request,2024-09-21T00:04:27.315384+00:00,2024-09-21T00:07:42.380396+00:00,auto,8,4,4,0,False,,global_enabled,conversations-001(2).json
67001798-46cc-800e-8955-475c318b8fe9,Flirty Reply Request,2024-10-04T16:28:08.646205+00:00,2024-10-04T21:36:37.389572+00:00,auto,12,6,6,0,False,,global_enabled,conversations-001(2).json
67012c8c-517c-800e-8ff0-cb5c0258aeeb,Response to Last Message,2024-10-05T12:09:48.651063+00:00,2024-10-05T23:50:46.934667+00:00,auto,16,8,8,0,False,,global_enabled,conversations-001(2).json
6701d33b-5b84-800e-83e8-3a0b8d2c3a1e,Response Assistance Request,2024-10-06T00:00:59.732889+00:00,2024-10-06T00:25:17.508132+00:00,auto,10,5,5,0,False,,global_enabled,conversations-001(2).json
670d2598-9ca8-4817-8377-d3cb96d7afd4,Untitled Conversation,2024-03-17T00:37:36.720483+00:00,2024-03-17T00:37:38.308643+00:00,gpt-4,2,1,1,0,False,,global_enabled,conversations-001(2).json
670eefdc-06f8-800e-b29c-081d02db1496,Flirty Strawberry Fields Game,2024-10-15T22:42:36.289842+00:00,2024-10-15T22:42:48.399390+00:00,auto,2,1,1,0,False,,global_enabled,conversations-001(2).json
670f1bdb-e794-800e-b1c5-475d94a7b5b6,Flirty Cube Game Texts,2024-10-16T01:50:20.190536+00:00,2024-10-16T01:50:35.469954+00:00,auto,2,1,1,0,False,,global_enabled,conversations-001(2).json
670f1cf5-01d8-800e-aba2-fd430e4f1fe5,Jaguar and Fox Tattoo Design,2024-10-16T01:55:01.219464+00:00,2024-10-16T01:59:19.616263+00:00,auto,8,4,4,0,False,,global_enabled,conversations-001(2).json
672ea217-4334-800e-89af-21b52347402e,Low-effort Texting Tips,2024-11-08T23:43:19.901382+00:00,2024-11-08T23:46:13.522913+00:00,auto,4,2,2,0,False,,global_enabled,conversations-001(2).json
676b8c02-dedc-800e-b78e-cb7c6c62031e,Reaching Out After Time,2024-12-25T04:37:23.149761+00:00,2024-12-25T04:43:20.793802+00:00,auto,6,3,3,0,False,,global_enabled,conversations-001(2).json
676d6158-903c-800e-85d5-fc531486a7fd,Catchy Dating Bio,2024-12-26T13:59:52.734904+00:00,2024-12-26T13:59:59.370807+00:00,auto,2,1,1,0,False,,global_enabled,conversations-001(2).json
677a004b-c9a0-800e-aa3b-09dc9b74c561,Wedding plus-one request,2025-01-05T03:45:16.260339+00:00,2025-01-05T03:45:18.200727+00:00,auto,2,1,1,0,False,,global_enabled,conversations-001(2).json
677a005f-d954-800e-bddc-c065e7deee0e,Conversation Opener Tips,2025-01-05T03:45:36.250095+00:00,2025-01-06T21:44:03.063858+00:00,auto,14,7,7,0,False,,global_enabled,conversations-001(2).json
677dbdd5-6f40-800e-b54a-02e508b748b0,Kidnapping Beer Lederhosen Replies,2025-01-07T23:50:45.635931+00:00,2025-01-08T00:35:15.099985+00:00,auto,14,7,7,0,False,,global_enabled,conversations-001(2).json
6782a095-0668-800e-9f21-b3f2569c8331,Starting a Date Conversation,2025-01-11T16:47:17.348950+00:00,2025-01-11T16:47:28.974577+00:00,auto,2,1,1,0,False,,global_enabled,conversations-001(2).json
679e76a0-3e68-800e-b783-a1f3b5a89df2,Resentment and Space,2025-02-01T19:31:44.822370+00:00,2025-02-01T19:31:50.735695+00:00,auto,2,1,1,0,False,,global_enabled,conversations-001(2).json
67cc3fad-1684-800e-b43d-6d6fcfb058a6,Date Conversation Starters,2025-03-08T13:01:33.433624+00:00,2025-03-08T13:01:48.394829+00:00,auto,2,1,1,0,False,,global_enabled,conversations-001(2).json
67eaee8e-1c60-800e-8d0b-85dd0319b9a1,Conversation Starters 101,2025-03-31T19:35:42.973142+00:00,2025-03-31T20:32:24.384470+00:00,auto,8,4,4,0,False,,global_enabled,conversations-001(2).json
67eb1e8e-7a38-800e-b32b-4e835e954363,Value Before Ejecting,2025-03-31T23:00:30.906672+00:00,2025-03-31T23:00:38.282473+00:00,auto,2,1,1,0,False,,global_enabled,conversations-001(2).json
67eb4894-e868-800e-a663-6eb595d3d427,Plan Feedback and Attraction,2025-04-01T01:59:49.727981+00:00,2025-04-07T14:00:44.124919+00:00,auto,20,10,10,0,False,,global_enabled,conversations-001(2).json
